sex,province,education,religion_importance,aboriginal,hh_size,age
Female,Ontario,Below Bachelor,Somewhat important,No,4,32.3
Male,Manitoba,Below Bachelor,Somewhat important,No,1,60
Male,Newfoundland and Labrador,Below Bachelor,Not at all important,No,2,61.1
Female,Ontario,Below Bachelor,Very important,No,3,65.7
Female,New Brunswick,Below Bachelor,Very important,No,2,55.4
Male,Nova Scotia,Below Bachelor,Very important,No,2,65.5
Female,New Brunswick,Below Bachelor,Very important,No,1,79.7
Female,British Columbia,Below Bachelor,Not very important,No,3,60.3
Male,British Columbia,Below Bachelor,Not at all important,No,2,39.2
Female,Quebec,Below Bachelor,Not at all important,No,1,43.7
Male,Quebec,Below Bachelor,Not very important,No,2,33.2
Female,Quebec,Below Bachelor,Somewhat important,No,2,66.8
Male,Prince Edward Island,Below Bachelor,Not at all important,No,1,45.3
Female,British Columbia,Below Bachelor,Somewhat important,No,1,78.5
Female,British Columbia,Below Bachelor,Somewhat important,No,1,66.1
Female,Manitoba,Below Bachelor,Not very important,No,4,41.1
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,76.4
Female,British Columbia,Below Bachelor,Very important,No,1,73.5
Male,Manitoba,Below Bachelor,Very important,No,3,62.3
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,52.6
Female,New Brunswick,Below Bachelor,Somewhat important,No,5,32.1
Male,Quebec,Below Bachelor,Somewhat important,No,1,61.6
Female,British Columbia,Below Bachelor,Not very important,No,2,43.1
Female,Alberta,Below Bachelor,Very important,Yes,2,68.2
Female,Ontario,Below Bachelor,Not very important,No,5,22.2
Male,Nova Scotia,Below Bachelor,Very important,No,2,70.6
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,61.3
Female,Nova Scotia,Below Bachelor,Not very important,No,4,33.7
Male,Quebec,Below Bachelor,Not at all important,No,4,21.4
Female,Quebec,Below Bachelor,Don't know,No,2,46.8
Male,British Columbia,Below Bachelor,Not at all important,No,1,61.3
Female,Quebec,Below Bachelor,Somewhat important,No,2,66
Female,British Columbia,Below Bachelor,Not at all important,No,5,18.5
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,26.2
Female,Ontario,Below Bachelor,Somewhat important,No,2,51.3
Female,Quebec,Below Bachelor,Somewhat important,No,3,43.6
Male,Alberta,Below Bachelor,Somewhat important,No,2,76.3
Male,British Columbia,Below Bachelor,Very important,No,1,80
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,2,31.3
Female,Nova Scotia,Below Bachelor,Not at all important,No,4,24.7
Male,Quebec,Below Bachelor,Somewhat important,No,2,63.2
Male,Manitoba,Below Bachelor,Very important,No,2,80
Male,Ontario,Below Bachelor,Not at all important,No,2,36.8
Female,Quebec,Below Bachelor,Not very important,No,2,74
Female,British Columbia,Below Bachelor,Very important,No,4,35.6
Male,Saskatchewan,Below Bachelor,Not very important,No,3,15.1
Male,Ontario,Below Bachelor,Not at all important,No,2,65.8
Male,Nova Scotia,Below Bachelor,Very important,No,2,45.8
Female,British Columbia,Below Bachelor,Very important,No,6,46.5
Female,Quebec,Below Bachelor,Somewhat important,No,1,58.8
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,3,47.8
Male,Manitoba,Below Bachelor,Not at all important,No,4,32.8
Female,Quebec,Below Bachelor,Very important,No,1,80
Female,Quebec,Below Bachelor,Not very important,No,4,43.5
Female,Quebec,Below Bachelor,Somewhat important,No,2,56.6
Female,British Columbia,Below Bachelor,Somewhat important,No,2,65.9
Male,Quebec,Below Bachelor,Somewhat important,No,2,57
Male,Quebec,Below Bachelor,Somewhat important,No,4,36.3
Female,Ontario,Below Bachelor,Not at all important,Yes,2,47.5
Female,Ontario,Below Bachelor,Somewhat important,No,1,65.4
Female,Quebec,Below Bachelor,Not very important,No,1,52.3
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,46.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,67.9
Female,Manitoba,Below Bachelor,Not very important,No,4,47.8
Male,Quebec,Below Bachelor,Not very important,No,3,58.7
Male,Quebec,Below Bachelor,Not at all important,No,1,61.6
Male,Quebec,Below Bachelor,Not very important,No,2,76
Male,New Brunswick,Below Bachelor,Not very important,No,2,37.8
Female,British Columbia,Below Bachelor,Very important,No,3,80
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,2,68.2
Female,Quebec,Below Bachelor,Not very important,No,1,56.6
Male,New Brunswick,Below Bachelor,Very important,No,2,45.8
Female,Quebec,Below Bachelor,Somewhat important,No,2,56.3
Male,Manitoba,Below Bachelor,Not at all important,Yes,3,46.1
Female,Ontario,Below Bachelor,Not very important,No,3,21.5
Female,British Columbia,Below Bachelor,Not very important,No,1,75.7
Female,Saskatchewan,Below Bachelor,Somewhat important,No,1,58.3
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,65.7
Female,Quebec,Below Bachelor,Somewhat important,No,4,17.8
Female,New Brunswick,Below Bachelor,Very important,No,2,56.2
Female,Ontario,Below Bachelor,Somewhat important,No,4,28.6
Female,Alberta,Below Bachelor,Somewhat important,No,2,55.7
Female,Quebec,Below Bachelor,Very important,No,2,66.7
Female,New Brunswick,Below Bachelor,Very important,No,2,51.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,37.9
Male,Ontario,Below Bachelor,Not very important,No,1,33.7
Female,British Columbia,Below Bachelor,Somewhat important,No,3,27.3
Female,Manitoba,Below Bachelor,Very important,No,1,78.1
Female,Alberta,Below Bachelor,Not at all important,No,1,31.9
Female,British Columbia,Below Bachelor,Somewhat important,No,4,44.3
Male,Saskatchewan,Below Bachelor,Very important,No,2,80
Female,Ontario,Below Bachelor,Very important,No,1,59.2
Female,Quebec,Below Bachelor,Very important,No,1,64.2
Female,Alberta,Below Bachelor,Somewhat important,No,1,56.3
Male,New Brunswick,Below Bachelor,Not at all important,No,2,80
Female,Manitoba,Below Bachelor,Not at all important,No,1,77.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Male,Nova Scotia,Below Bachelor,Somewhat important,No,3,62.7
Female,Quebec,Below Bachelor,Not at all important,No,3,30.3
Female,British Columbia,Below Bachelor,Not at all important,No,4,52.2
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,62.1
Female,Quebec,Below Bachelor,Not very important,No,5,18.6
Male,Manitoba,Below Bachelor,Not very important,No,2,69.1
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,56
Female,Alberta,Below Bachelor,Not very important,No,2,64.4
Female,Ontario,Below Bachelor,Very important,No,1,50.6
Male,Alberta,Below Bachelor,Not at all important,No,1,19.2
Female,British Columbia,Below Bachelor,Somewhat important,No,3,38.1
Female,Prince Edward Island,Below Bachelor,Very important,No,2,61.5
Male,Quebec,Below Bachelor,Not at all important,No,1,62.8
Male,Quebec,Below Bachelor,Somewhat important,No,1,49.9
Female,Alberta,Below Bachelor,Very important,No,5,49.7
Male,Ontario,Below Bachelor,Not at all important,No,4,36.1
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,69.8
Male,Ontario,Below Bachelor,Not very important,No,2,59.3
Male,Ontario,Below Bachelor,Not very important,No,1,65.2
Male,Quebec,Below Bachelor,Not very important,No,2,35.2
Female,Alberta,Below Bachelor,Very important,No,1,60.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,58.7
Male,New Brunswick,Below Bachelor,Not at all important,No,1,33.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,29.6
Male,Ontario,Below Bachelor,Somewhat important,No,5,59.2
Female,Quebec,Below Bachelor,Not at all important,No,3,41.9
Male,Ontario,Below Bachelor,Not very important,No,2,72.3
Female,New Brunswick,Below Bachelor,Not very important,No,2,31.8
Male,British Columbia,Below Bachelor,Not very important,No,4,20.2
Male,British Columbia,Below Bachelor,Very important,No,2,80
Female,Quebec,Below Bachelor,Somewhat important,No,1,62.1
Male,Quebec,Below Bachelor,Not at all important,No,1,28.8
Male,Alberta,Below Bachelor,Not very important,No,2,72.4
Male,Manitoba,Below Bachelor,Not very important,No,2,65
Male,Alberta,Below Bachelor,Not at all important,No,5,23.8
Female,Quebec,Below Bachelor,Very important,No,2,57.6
Female,Ontario,Below Bachelor,Not very important,No,1,34.7
Female,Quebec,Below Bachelor,Very important,No,1,68.6
Male,Ontario,Below Bachelor,Very important,Yes,2,17.7
Male,Manitoba,Below Bachelor,Somewhat important,No,3,62.3
Male,Ontario,Below Bachelor,Somewhat important,No,3,25.1
Female,British Columbia,Below Bachelor,Not at all important,No,5,37.8
Female,Quebec,Below Bachelor,Not very important,No,2,32.6
Female,Ontario,Below Bachelor,Not at all important,No,2,54.6
Male,Alberta,Below Bachelor,Not at all important,No,3,20.4
Male,Ontario,Below Bachelor,Not at all important,No,1,27.9
Female,Manitoba,Below Bachelor,Very important,No,1,77.4
Female,British Columbia,Below Bachelor,Not at all important,No,1,49.4
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,77.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,45.8
Female,Nova Scotia,Below Bachelor,Somewhat important,No,4,32.1
Male,British Columbia,Below Bachelor,Not at all important,No,3,27.8
Female,New Brunswick,Below Bachelor,Somewhat important,No,4,30.2
Male,Ontario,Below Bachelor,Somewhat important,No,2,22.3
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,67
Male,Alberta,Below Bachelor,Not very important,No,1,55.6
Female,Quebec,Below Bachelor,Not at all important,No,2,69.3
Male,Quebec,Below Bachelor,Not at all important,No,2,65.4
Female,Ontario,Below Bachelor,Not very important,No,6,22.3
Male,Ontario,Below Bachelor,Not at all important,No,2,37
Female,British Columbia,Below Bachelor,Not at all important,No,1,80
Female,Quebec,Below Bachelor,Not very important,No,5,35.3
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,66
Male,Nova Scotia,Below Bachelor,Somewhat important,No,1,67.2
Male,Ontario,Below Bachelor,Not at all important,No,2,67.6
Male,Saskatchewan,Below Bachelor,Not very important,No,4,51.6
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,31.8
Female,Quebec,Below Bachelor,Somewhat important,No,2,71.2
Male,Quebec,Below Bachelor,Not at all important,No,1,69.6
Female,Ontario,Below Bachelor,Very important,No,2,68.9
Male,Ontario,Below Bachelor,Not at all important,No,1,26.7
Female,Manitoba,Below Bachelor,Somewhat important,Yes,2,40.5
Male,Manitoba,Below Bachelor,Not very important,No,4,39.4
Male,New Brunswick,Below Bachelor,Very important,No,1,69.3
Male,Quebec,Below Bachelor,Not very important,No,3,20.4
Male,Quebec,Below Bachelor,Somewhat important,Yes,2,15.1
Female,Ontario,Below Bachelor,Not very important,No,1,73.2
Female,Quebec,Below Bachelor,Not very important,No,1,56.3
Female,Ontario,Below Bachelor,Very important,No,1,75.3
Female,British Columbia,Below Bachelor,Somewhat important,No,1,55.2
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,4,52.7
Male,Quebec,Below Bachelor,Not very important,No,3,31.8
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,66.3
Female,Alberta,Below Bachelor,Not at all important,No,2,52.2
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,79.1
Male,British Columbia,Below Bachelor,Somewhat important,No,2,34.3
Female,Alberta,Below Bachelor,Very important,No,3,55.5
Female,Quebec,Below Bachelor,Not very important,No,2,28.6
Male,Quebec,Below Bachelor,Don't know,No,1,55.5
Female,British Columbia,Below Bachelor,Very important,No,2,60.3
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,2,68.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,56.7
Male,Nova Scotia,Below Bachelor,Not very important,No,4,28.6
Female,British Columbia,Below Bachelor,Somewhat important,No,1,80
Male,British Columbia,Below Bachelor,Very important,No,5,32.7
Female,Manitoba,Below Bachelor,Very important,No,1,74.8
Female,Ontario,Below Bachelor,Very important,No,2,67.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,27.7
Male,Ontario,Below Bachelor,Not very important,No,2,76.8
Male,British Columbia,Below Bachelor,Not very important,Yes,1,32.4
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,1,47.4
Male,Ontario,Below Bachelor,Very important,No,2,80
Female,Quebec,Below Bachelor,Not very important,No,1,25.8
Female,Manitoba,Below Bachelor,Not very important,No,4,45.2
Male,British Columbia,Below Bachelor,Not at all important,No,1,26.5
Female,Quebec,Below Bachelor,Not very important,No,1,76.6
Male,Quebec,Below Bachelor,Not very important,No,2,26.9
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,75.7
Male,Nova Scotia,Below Bachelor,Very important,No,3,32.5
Female,New Brunswick,Below Bachelor,Very important,No,4,42.3
Female,Quebec,Below Bachelor,Not at all important,No,2,69.6
Female,Quebec,Below Bachelor,Somewhat important,No,1,65.4
Male,Ontario,Below Bachelor,Somewhat important,No,4,53.2
Male,Quebec,Below Bachelor,Somewhat important,No,2,56.1
Female,British Columbia,Below Bachelor,Not at all important,No,1,60.1
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,76.3
Male,Quebec,Below Bachelor,Not very important,No,4,50
Female,British Columbia,Below Bachelor,Somewhat important,No,4,37.4
Female,Ontario,Below Bachelor,Somewhat important,No,2,59.7
Male,Alberta,Below Bachelor,Not very important,No,1,35.9
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,57.9
Female,Ontario,Below Bachelor,Very important,No,4,27.6
Male,British Columbia,Below Bachelor,Very important,No,1,68
Male,New Brunswick,Below Bachelor,Very important,No,2,59.9
Female,British Columbia,Below Bachelor,Very important,No,1,64.2
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,74.5
Male,Alberta,Below Bachelor,Somewhat important,No,1,72.5
Female,Prince Edward Island,Below Bachelor,Not very important,No,2,22.3
Male,Ontario,Below Bachelor,Somewhat important,No,3,17.3
Male,Nova Scotia,Below Bachelor,Very important,No,3,56
Female,Ontario,Below Bachelor,Not at all important,No,3,49.4
Male,Quebec,Below Bachelor,Very important,No,1,78.2
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,37
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,39.9
Male,Nova Scotia,Below Bachelor,Not very important,No,3,25.8
Male,Quebec,Below Bachelor,Not at all important,No,2,73.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,48.9
Female,Manitoba,Below Bachelor,Somewhat important,No,1,24.6
Male,British Columbia,Below Bachelor,Very important,No,1,55.5
Female,Quebec,Below Bachelor,Not very important,No,1,61.8
Male,Quebec,Below Bachelor,Don't know,No,3,80
Female,Ontario,Below Bachelor,Very important,No,4,56.9
Female,Newfoundland and Labrador,Below Bachelor,Not very important,No,4,43.6
Male,Ontario,Below Bachelor,Very important,No,5,33.3
Male,Ontario,Below Bachelor,Not at all important,No,5,40.1
Female,Ontario,Below Bachelor,Very important,No,2,50.7
Male,Saskatchewan,Below Bachelor,Very important,No,1,73.8
Female,Manitoba,Below Bachelor,Very important,No,2,64.5
Male,Quebec,Below Bachelor,Not at all important,No,1,62.4
Male,Alberta,Below Bachelor,Not at all important,No,2,34.8
Male,Ontario,Below Bachelor,Somewhat important,No,2,61.3
Female,Ontario,Below Bachelor,Not at all important,No,1,23.2
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,74.6
Female,British Columbia,Below Bachelor,Somewhat important,Yes,4,36.3
Male,Alberta,Below Bachelor,Somewhat important,No,4,36.4
Male,British Columbia,Below Bachelor,Not very important,No,3,16.2
Female,British Columbia,Below Bachelor,Not very important,No,5,17.1
Female,Quebec,Below Bachelor,Not very important,No,6,15.3
Female,Nova Scotia,Below Bachelor,Not very important,No,2,56.7
Female,Quebec,Below Bachelor,Somewhat important,No,2,63.8
Female,Manitoba,Below Bachelor,Somewhat important,No,1,21.3
Male,Alberta,Below Bachelor,Somewhat important,No,3,37.1
Female,Alberta,Below Bachelor,Very important,No,2,58.5
Female,Ontario,Below Bachelor,Very important,No,2,22.4
Male,Quebec,Below Bachelor,Not very important,No,3,52.7
Male,Ontario,Below Bachelor,Not very important,No,3,52.8
Female,Ontario,Below Bachelor,Very important,No,3,43.8
Male,Ontario,Below Bachelor,Not at all important,No,4,20.8
Male,Nova Scotia,Below Bachelor,Very important,No,2,69.9
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,1,63.1
Female,New Brunswick,Below Bachelor,Not at all important,No,2,44.9
Male,Saskatchewan,Below Bachelor,Very important,No,3,35
Female,Ontario,Below Bachelor,Very important,No,2,66.8
Male,Saskatchewan,Below Bachelor,Not very important,No,1,21
Male,Nova Scotia,Below Bachelor,Somewhat important,No,4,57.5
Female,Nova Scotia,Below Bachelor,Very important,No,2,59.9
Male,Ontario,Below Bachelor,Not very important,No,2,49.6
Male,British Columbia,Below Bachelor,Very important,No,2,65.9
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,59.5
Female,Nova Scotia,Below Bachelor,Very important,No,2,60.8
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,60.3
Male,Quebec,Below Bachelor,Not very important,No,2,60.5
Female,Quebec,Below Bachelor,Not very important,No,2,41.8
Female,Ontario,Below Bachelor,Not very important,No,2,32.2
Male,Nova Scotia,Below Bachelor,Not at all important,No,1,46
Female,British Columbia,Below Bachelor,Not at all important,No,4,58.1
Female,British Columbia,Below Bachelor,Somewhat important,No,1,59.6
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,71.4
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,23.4
